text,emotion
"১৩ তম নিবন্ধন ধারিরা প্রিলি, রিটেন, ভাইভা দিয়ে পাশ করে চাকরি পাচ্ছেনা, আপনি বলেছেন সরাসরি নিয়োগ দেওয়া দেওয়া হবে ৬ মাস হয়ে গেল এখনো চাকরি পাচ্ছেনা। বি সি এস এর আদলে পরিক্ষা নিয়ে ১৩তম দের চাকরি হচ্ছেনা। শিক্ষার মান বাড়বে কি ভাবে?????
",surprise
"১৩ তম নিবন্ধন ধারিরা প্রিলি, রিটেন, ভাইভা দিয়ে পাশ করে চাকরি পাচ্ছেনা, আপনি বলেছেন সরাসরি নিয়োগ দেওয়া দেওয়া হবে ৬ মাস হয়ে গেল এখনো চাকরি পাচ্ছেনা। বি সি এস এর আদলে পরিক্ষা নিয়ে ১৩তম দের চাকরি হচ্ছেনা। শিক্ষার মান বাড়বে কি ভাবে?????
",disgust
"বাস্তবিক অর্থেই শিক্ষার মান বাড়ছে। এবং ঝড়ে পরার হার কমে আসছে। এই সাফল্য অবশ্যই শিক্ষামন্ত্রীর জন্য। ধন্যবাদ।
",joy
"শিক্ষার মান বাড়ছে মানি কিন্তু এ কেমন শিক্ষা যে পরিক্ষার আগের দিন প্রশ্ন পত্র ফাস হয় আর প্রশ্ন পত্র কোথায় পান যে বই বহিভূত
",surprise
"মাননীয় মন্ত্রী সাব আপনার প্রস্থান সকলের কাম্য।
",disgust
"Rubel Hasan চুর,নাহিদ
",anger
"হাছা কতা বলতে গেলে আওমিলিকের গুমর ফাস হইয়া যায়।তাই শিখখা মন্তিকে না বলার জন্য বাদা দিচ্চে?
",anger
"উনারা সংবাদ সংগ্রহে গিয়েছেন নাকি তাদের দাবি তুলে ধরছেন? আজাইরা
",disgust
"শয়তানলীগ লীগ
",anger
"ছাত্রলীগ একটি সন্ত্রাসী সংগঠন,এটাকে নিষিদ্ধ করা হোক,ছাত্রলীগ বিলুপ্ত হলে দেশে কোন সন্ত্রাস থাকবে না,
",disgust
"তোরা সবাই সময়ের অপেক্ষা কর শয়তানের সাথে এক জাহান্নামে যাওয়ার জন্য
",disgust
"তোমাদের ছাত্র নেতৃত্ব দেয়ার কোনো যোগ্যতাই নাই, তোমরা কা পুরুষ এর পরিচয় দিছো, তোমরা অনতিবিলমবে পতত্যাগ করো,তোমাদের মতো ভদ্র লোক ছাত্র রাজনীতিতে মানায়না, ছাত্র নেতার কণ্ঠ হতে হইবে সিংহের গর্জনের মতো ও বুদ্ধি থাকতে হইবে শিয়ালের চাইতেও বেশি
",anger
"সাংবাদিক কি বলেছে আর এনি উত্তর কি দিয়েছে? সালার পাগল কি আর গাছে ধরে?
",disgust
"শালা শিক্ষা বলতে পারেনা, বলে ছিক্ষা
",disgust
"এই সালাদের কথা হানিফ। হাসান । ইনু দের মতো
",disgust
"একজনকে দেখতেও ছাত্র মনে হয় না।
",surprise
"ছাত্রলীগের সভাপতি just একটা মূর্খ।। He doesn't deserve chatro
",disgust
"এদের কমেডি দেখলে মি:বিন কেও হার
",joy
"সন্ত্রাসী ছাত্রলীগ তোদের ধ্বংশ চাই
",disgust
"SAYBI একমত।।। আমার মনের মতো কথা
",none
